id,name,birthday,birthplace,thumb,summary
46,Billie Burke,1884-08-07,"Washington, D.C., USA",https://resizing.flixster.com/G_DsrpzhwGaUi2ZEUg5FRUQzLZU=/218x280/v2/https://flxt.tmsimg.com/assets/83915_v9_ba.jpg,"Glamorous light comedienne who, in the midst of a successful Broadway career, entered films at the behest of Thomas Ince in 1916. After a period away from films, Burke returned to features in the early 1930s in character roles. She is perhaps best known as Glinda, the Good Witch of the East, in the timeless ""The Wizard of Oz"" (1939). Burke enjoyed great popularity as a featured player over the next two decades, often playing dithery, aristocratic types. Married to impresario Florenz Ziegfeld from 1914 until his death in 1932."
47,Margaret Hamilton,12/9/1902,"Cleveland, Ohio, USA",https://resizing.flixster.com/1HXgk-nO4P_43OQY5RRJiL3QZF8=/218x280/v2/https://flxt.tmsimg.com/assets/99200_v9_ba.jpg,"Mention the name Margaret Hamilton to a Millennial, and chances are they won't be able to pick her out of a line-up. Quote her most famous line, however, and watch their eyes blink awake with recognition: ""I'll get you my pretty! ....and your little dog, too!"" The woman behind of cinema's most iconic villains, Cleveland-born Margaret Brainard Hamilton was, as a young girl, enchanted by L. Frank Baum's fantastical Oz tales, and impulsively drawn to the theater. Decades later, with her Technicolor-green visage, reverberating cackle, and nightmarish troop of flying monkeys, Hamilton terrified generations of children in the classic MGM musical, ""The Wizard of Oz"" (1939). Ironic, perhaps, given her inherently kind-hearted nature, but telling, no doubt, of her monumental talent and unwavering commitment to craft. The imaginative daughter of prominent lawyer, Hamilton's benevolent disposition and love of children made her a natural in her initial career as a kindergarten teacher (a profession her parents encouraged for practical reasons). Even so, she never gave up on her dream of becoming an actor. In 1923, at the age of 21, Hamilton made her stage debut in a Cleveland Play House production of ""The Man Who Ate Popomac."" Her talent blossoming over the course of the next three years, Hamilton made considerable wear on those sturdy midwestern boards. And while it was without question a big step to Broadway, Hamilton made the stride effortlessly with her Broadway debut in a Majestic Theater production of ""Another Language."" Â So memorable was Hamilton in the role of a waspish spinster that Hollywood producers lured her to the West Coast to reprise the character in the 1936 film adaptation of the same name. On the big screen, Hamilton's withering sneer registered stronger than ever, and vicious tongue lashings cracked through the air in those cavernous movie houses like a bullwhip in an arena. Three years later, Hamilton showed a gentler side in Chatterbox (1936). Though her stern screen presence and impeccable rapid-fire delivery brought her steady work throughout the 1930s, those same traits also led to her being typecast as the busybody spinster or the disapproving aunt. Meanwhile, at MGM, preparations were being made to adapt one of Baum's beloved Oz stories to the big screen. Hamilton read in the trades that Gail Sundergaard was planning to go glamorous with her interpretation of the dreaded Wicked Witch of the West. Around this time, Hamilton and her agent Jeff Smith were attending a football game when they recognized Producer Mervyn LeRoy in the crowd. When LeRoy expressed interest in working with Hamilton, Smith started bargaining. Initially, Hamilton was hired to work on The Wizard of Oz for six weeks. By the time the shoot wrapped, Hamilton had not only worked a total of twenty-three weeks, but also suffered second and third-degree burns during the scene in which her character makes a flashfire exit from Munchkinland Of course it's widely known today that The Wizard of Oz, despite being adored by critics and nominated for six Academy Awards, wasn't exactly a financial windfall for MGM. In fact, the film that would forever change the landscape of American pop culture failed to turn a profit until the re-release a decade later."
48,Charley Grapewin,1869-12-20,"Xenia, Ohio, USA",https://resizing.flixster.com/7JoTh6TOa9PCM3KBo5MZME1D5ZI=/218x280/v2/https://flxt.tmsimg.com/assets/75337_v9_ba.jpg,"A celebrated vaudevillian at the top of the 20th century, Charley Grapewin traded the limelight for the quiet life until the Great Depression wiped out his savings, forcing the aging trouper back out onto the boards. Making his belated feature film debut at 60, Grapewin carved a niche for himself in Hollywood playing a succession of judges, doctors, civil servants and the occasional millionaire in such films as ""Alice Adams"" (1935) with Katharine Hepburn, ""The Petrified Forest"" (1936) with Humphrey Bogart and Bette Davis, and ""Captains Courageous"" (1937) with Spencer Tracy. Lured away from retirement with the role of Uncle Henry in ""The Wizard of Oz"" (1939), Grapewin attained a measure of cult immortality but more immediate was acclaim from his collaborations with director John Ford, ""The Grapes of Wrath"" (1940) and ""Tobacco Road"" (1941). His endearing onscreen presence won Grapewin a recurring role as amateur sleuth Ellery Queen's father in the long-running series, beginning with ""Inspector Ellery Queen"" (1940) and comprising eight films. Following the death of his wife, actress Anna Chance, in 1943, Grapewin worked less frequently after World War II. He retired in 1950 on the heels of playing a grandfather who reflects on his tragic childhood in ""When I Grow Up"" (1951). Grapewin's death in 1956 in no way diminished the actor's stock in the eyes of moviegoers, who had long since enshrined him as the kindly Uncle whose love pointed Judy Garland toward cinematic history at the end of the Yellow Brick Road."
49,Pat Walshe,7/26/1900,"New York, New York, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
50,Clara Blandick,1880-06-04,Hong Kong,https://resizing.flixster.com/uzN18__od4WUUtu0NQAZUzlooms=/218x280/v2/https://flxt.tmsimg.com/assets/71190_v9_ba.jpg,"Back in the days of the studio system, character players were kept under contract to add spice to scenes. One such actress was Clara Blandick, a name some may not recall, but they would remember her face. Thanks to perennial TV airings and the advent of home video, generations of children have been exposed to her in what is undoubtedly her best-known part: Dorothy's stern but caring Auntie Em in ""The Wizard of Oz"" (1939)."
51,Victor Fleming,1889-02-23,"La CaÃ±ada, California, USA",https://resizing.flixster.com/I0ys5dC1Edy_fIQpwnsm9tOahak=/218x280/v2/https://flxt.tmsimg.com/assets/140806_v9_ba.jpg,"Were director Victor Fleming's legacy limited to his two best-known films - ""The Wizard of Oz"" (1939) and ""Gone with the Wind"" (1939) - he would have one of the most successful track records of any figure in Hollywood history. But the prolific filmmaker also oversaw a number of other popular and critically acclaimed films during his three-decade long career behind the camera, from ""The Virginian"" (1929) and ""Red Heat"" (1932) to ""Treasure Island"" (1934), ""Captains Courageous"" (1937) and ""Joan of Arc"" (1948). Furthermore, he was the guiding hand for some of the industry's most legendary figures in their most acclaimed roles, from Spencer Tracy's Oscar-winning turn in ""Captains Courageous"" to Clark Gable and Vivien Leigh in ""Gone with the Wind."" A tough, unsentimental director, Fleming enjoyed a career that, while rarely spoken of in the same reverent tones as many of his peers, had more highlights than most of the canonized figures in critical and historical circles."
52,L. Frank Baum,1856-05-15,"Chittenango, New York, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Author L. Frank Baum created one of the most enduring fantasies of the 20th century, The Wonderful Wizard of Oz (1900), which spawned a slew of additional novels, as well as a cottage industry of motion picture and television adaptations, including ""The Wizard of Oz"" (1939), which became something of a childhood rite of passage that eventually surpassed its source in popularity and recognition. Baum's work originated from his desire to supplant the frightening, often moralistic tone of European fairy tales with a more pleasing and imaginative brand of children's literature, which resulted in Oz and its 16 sequels, as well as dozens of other young reader books, many written under a variety of pen names. Baum frequently attempted to bring his books to a wide audience through stage and silent film adaptations, though none could encapsulate the grand scope and gentle magic of his written work. Ironically, it was the 1939 film version that ultimately kept his books relevant for generations of readers, preserving Baum's status as one of America's most popular children's authors."
53,Noel Langley,12/25/1911,"Durban, South Africa",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Noel Langley brought many screenplays to Hollywood throughout the course of his Hollywood career. Langley earned a film writing career following such successful contributions to titles such as the adventure ""The Secret of Stamboul""  (1936) with Valerie Hobson, the Jeanette MacDonald musical ""Maytime""  (1937) and the Judy Garland family adventure ""The Wizard of Oz""  (1939). He also appeared in ""They Made Me a Fugitive""  (1947) and the romance ""Adam and Evelyne""  (1949) with Stewart Granger.  Toward the end of his career, Langley directed the James Hayter comedy adventure ""The Pickwick Papers""  (1954), the drama ""Svengali""  (1955) with Donald Wolfit and ""The Search For Bridey Murphy""  (1956) with Teresa Wright. Langley was most recently credited in ""The Wizard of Oz in Concert: Dreams Comes True""  (TNT, 1995-96).   Langley passed away in November 1980 at the age of 69."
54,Florence Ryerson,1892-09-20,"Glendale, California, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
55,Edgar Allan Woolf,1881-04-25,"New York, New York, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
56,Mervyn LeRoy,10/15/1900,"San Francisco, California, USA",https://resizing.flixster.com/gsgA3TKy_iiOX2W2-aKE_OSsD0A=/218x280/v2/https://flxt.tmsimg.com/assets/85295_v9_ba.jpg,"Former actor and comedy writer who began a prolific directing career in 1927. LeRoy did his best work at Warner Bros. in the 1930s, turning out a string of grittily realistic films which reflected the hardships of Depression-era America. His 1930 gangster film, ""Little Caesar,"" launched Edward G. Robinson into stardom and inaugurated the genre with which Warners would make its name. In 1938 LeRoy switched to MGM and turned his hand to glossier and, for the most part, less satisfactory fare. His other achievements include producing ""The Wizard of Oz"" (1939), taking over the direction of ""Mister Roberts"" (1955) from an ailing John Ford and introducing Ronald Reagan to Nancy Davis."
